key	comment	fr	en	es	ab	zh	ru	hy	bg	pt	cs	de	et	fa	fi	he	it	ja	ko	hu	nl	pl	ro	sr	sk	sl	sv	uk
lgd_posterior_rating_curve	Google translate used except for 'fr' and 'en'	Courbe de tarage a posteriori	Posterior rating curve	Curva de calificación posterior	منحنى التصنيف الخلفي	事后评级曲线	Задняя рейтинговая кривая	Հետևի գնահատման կորը	Задна рейтингова крива	Curva de classificação posterior	Zadní hodnotící křivka	Posterior-Bewertungskurve	Tagumine reitingukõver	منحنی رتبه بندی پسین	Takaosa luokituskäyrä	עקומת דירוג אחורית	Curva di rating posteriore	事後評価曲線	사후 평가 곡선	Utólagos értékelési görbe	Achterste beoordelingscurve	Tylna krzywa oceny	Curba de rating posterior	Постериорна крива рејтинга	Zadná hodnotiaca krivka	Posteriorna ocenjevalna krivulja	Bakre betygskurva	Задня рейтингова крива
lgd_posterior_parametric_uncertainty	Google translate used except for 'fr' and 'en'	Incertitude paramétrique a posteriori	Posterior parametric uncertainty	Incertidumbre paramétrica posterior	عدم اليقين حدودي الخلفي	后验参数不确定性	Апостериорная параметрическая неопределенность	Հետևի պարամետրային անորոշություն	Задна параметрична несигурност	Incerteza paramétrica posterior	Zadní parametrická nejistota	Posteriore parametrische Unsicherheit	Tagumine parameetriline määramatus	عدم قطعیت پارامتریک پسین	Posteriorinen parametrinen epävarmuus	אי ודאות פרמטרית אחורית	Incertezza parametrica posteriore	事後パラメトリック不確実性	사후 모수적 불확실성	Posterior parametrikus bizonytalanság	Posterieure parametrische onzekerheid	Niepewność parametryczna a posteriori	Incertitudinea parametrică posterioară	Постериорна параметарска несигурност	Zadná parametrická neistota	Posteriorna parametrična negotovost	Posterior parametrisk osäkerhet	Задня параметрична невизначеність
lgd_posterior_parametric_structural_uncertainty	Google translate used except for 'fr' and 'en'	Incertitude paramétrique et structurelle a posteriori	Posterior parametric and structural uncertainty	Incertidumbre paramétrica y estructural posterior.	عدم اليقين البارامتري والهيكلي الخلفي	后验参数和结构不确定性	Апостериорная параметрическая и структурная неопределенность	Հետևի պարամետրային և կառուցվածքային անորոշություն	Задна параметрична и структурна несигурност	Incerteza paramétrica e estrutural posterior	Posteriorní parametrická a strukturální nejistota	Posteriore parametrische und strukturelle Unsicherheit	Tagumine parameetriline ja struktuurne määramatus	عدم قطعیت پارامتری و ساختاری پسین	Posteriorinen parametrinen ja rakenteellinen epävarmuus	אי ודאות פרמטרית ומבנית אחורית	Incertezza parametrica e strutturale posteriore	事後パラメトリックおよび構造的不確実性	후방 매개변수 및 구조적 불확실성	Utólagos parametrikus és szerkezeti bizonytalanság	Posterieure parametrische en structurele onzekerheid	Późniejsza niepewność parametryczna i strukturalna	Incertitudinea parametrică și structurală posterioară	Постериорна параметарска и структурна несигурност	Zadná parametrická a štrukturálna neistota	Posteriorna parametrična in strukturna negotovost	Posterior parametrisk och strukturell osäkerhet	Апостеріорна параметрична та структурна невизначеність
lgd_posterior_activation_stage	Google translate used for all but 'fr' and 'en'; modification needed: the right term is activation, not transition	Hauteur d'activation a posteriori	Posterior activation stage	Etapa de transición posterior	مرحلة الانتقال الخلفي	后过渡阶段	Задняя переходная стадия	Հետևի անցումային փուլ	Заден преходен етап	Estágio de transição posterior	Zadní přechodové stadium	Hintere Übergangsphase	Tagumine üleminekuetapp	مرحله انتقال خلفی	Posteriorinen siirtymävaihe	שלב המעבר האחורי	Fase di transizione posteriore	後期移行期	후방 전환 단계	Hátsó átmeneti szakasz	Posterieure overgangsfase	Tylny etap przejściowy	Etapa de tranziție posterioară	Задњи прелазни стадијум	Zadné prechodné štádium	Zadnja prehodna stopnja	Posterior övergångsstadium	Задня перехідна стадія
lgd_active_gaugings	Google translate used except for 'fr' and 'en'	Jaugeages (actifs)	Gaugings (active)	Mediciones (activas)	أجهزة القياس (نشطة)	测量（主动）	Измерения (активные)	Չափիչներ (ակտիվ)	Измервания (активни)	Medições (ativas)	Měření (aktivní)	Vermessungen (aktiv)	Mõõdikud (aktiivsed)	اندازه گیری (فعال)	Mittarit (aktiivinen)	מדידות (פעיל)	Misurazioni (attive)	ゲージ (アクティブ)	측정(활성)	Mérések (aktív)	Metingen (actief)	Wskaźniki (aktywne)	Calibre (active)	Мјерила (активна)	Merania (aktívne)	Meritve (aktivne)	Mätningar (aktiva)	Вимірювання (активні)
lgd_inactive_gaugings	Google translate used except for 'fr' and 'en'	Jaugeages (inactifs)	Gaugings (inactive)	Aforos (inactivo)	أجهزة القياس (غير نشطة)	测量（未激活）	Измерения (неактивные)	Չափիչներ (ոչ ակտիվ)	Измервания (неактивни)	Medições (inativas)	Měření (neaktivní)	Messungen (inaktiv)	Mõõtmised (mitteaktiivsed)	اندازه گیری (غیر فعال)	Mittarit (ei-aktiivinen)	מדידות (לא פעיל)	Misurazioni (inattive)	ゲージ (非アクティブ)	측정(비활성)	Mérések (inaktív)	Metingen (inactief)	Wskaźniki (nieaktywne)	Calibre (inactive)	Мерачи (неактивни)	Merania (neaktívne)	Meritve (neaktivno)	Mätningar (inaktiv)	Вимірювання (неактивні)
lgd_discharge_maxpost	Google translate used except for 'fr' and 'en'	Maxpost	Maxpost	maxpost	ماكسبوست	最大邮报	Макспост	Maxpost	Maxpost	Postagem máxima	Maxpost	Maxpost	Maxpost	Maxpost	Maxpost	מקספוסט	Maxpost	マックスポスト	맥스포스트	Maxpost	Maxpost	Maxpost	Maxpost	Макпост	Maxpost	Maxpost	Maxpost	Maxpost
lgd_discharge_limni_u	Google translate used except for 'fr' and 'en'	Incertitude limnimétrique	Limnigraph uncertainty	Incertidumbre del limnígrafo	عدم اليقين في Limnigraph	湖沼图的不确定性	Неопределенность лимниграфа	Լիմնիգրաֆի անորոշություն	Лимниграфска неопределеност	Incerteza limnigráfica	Nejistota limnigrafu	Unsicherheit des Limnigraphen	Limnigraafi määramatus	عدم قطعیت لیمنیگراف	Limnigraafin epävarmuus	אי ודאות בלימניגרף	Incertezza del limnigrafo	リムニグラフの不確かさ	림니그래프 불확실성	Limnigráf bizonytalanság	Limnigrafische onzekerheid	Niepewność limnigrafu	Incertitudinea limnigrafului	Лимниграфска несигурност	Neistota limnigrafu	Negotovost limnigrafa	Limnigrafosäkerhet	Невизначеність лімніграфа
lgd_discharge_limni_param_u	Google translate used except for 'fr' and 'en'	Incertitude limnimétrique et paramétrique	Limnigraph and parametric uncertainty	Limnígrafo e incertidumbre paramétrica.	Limnigraph وعدم اليقين حدودي	湖泊图和参数不确定性	Лимниграф и параметрическая неопределенность	Լիմնիգրաֆ և պարամետրային անորոշություն	Лимниграф и параметрична неопределеност	Limnigrafo e incerteza paramétrica	Limnigraf a parametrická nejistota	Limnigraph und parametrische Unsicherheit	Limnigraaf ja parameetriline määramatus	لیمنیگراف و عدم قطعیت پارامتریک	Limnigrafi ja parametrinen epävarmuus	לימניגרף ואי ודאות פרמטרית	Limnigrafo e incertezza parametrica	リムニグラフとパラメトリックの不確かさ	Limnigraph 및 매개변수 불확실성	Limnigráf és parametrikus bizonytalanság	Limnigraaf en parametrische onzekerheid	Limnigraf i niepewność parametryczna	Limnigraf și incertitudine parametrică	Лимниграф и параметарска несигурност	Limnigraf a parametrická neistota	Limnigraf in parametrična negotovost	Limnigraf och parametrisk osäkerhet	Лімніграф і параметрична невизначеність
lgd_discharge_param_u	Google translate used except for 'fr' and 'en'	Incertitude paramétrique	Parametric uncertainty	Incertidumbre paramétrica	عدم اليقين البارامترية	参数不确定性	Параметрическая неопределенность	Պարամետրային անորոշություն	Параметрична несигурност	Incerteza paramétrica	Parametrická nejistota	Parametrische Unsicherheit	Parameetriline määramatus	عدم قطعیت پارامتریک	Parametrinen epävarmuus	אי ודאות פרמטרית	Incertezza parametrica	パラメトリックな不確実性	매개변수적 불확실성	Paraméteres bizonytalanság	Parametrische onzekerheid	Niepewność parametryczna	Incertitudine parametrică	Параметријска несигурност	Parametrická neistota	Parametrična negotovost	Parametrisk osäkerhet	Параметрична невизначеність
lgd_discharge_total_u	Google translate used except for 'fr' and 'en'	Incertitude paramétrique et structurelle	Total uncertainty	Incertidumbre total	مجموع عدم اليقين	完全不确定性	Полная неопределенность	Ամբողջական անորոշություն	Пълна несигурност	Incerteza total	Totální nejistota	Völlige Unsicherheit	Täielik ebakindlus	عدم قطعیت کامل	Totaalinen epävarmuus	אי ודאות מוחלטת	Incertezza totale	完全な不確実性	총 불확실성	Teljes bizonytalanság	Totale onzekerheid	Całkowita niepewność	Incertitudine totală	Тотална неизвесност	Celková neistota	Popolna negotovost	Total osäkerhet	Повна невизначеність
translation_in	to be translated except for 'fr' and 'en'	traduction en <b>{0}</b>	translation in <b>{0}</b>																									
benjamin_renard_inrae	to be translated except for 'fr' and 'en'	créateur et dévelopeur de <i>BaM!</i>, le code de calcul Fortran qui gère la modélisation bayésienne et tous les gros calculs derrière <i>BaRatinAGE</i> v3	creator and developer of <i>BaM!</i>, the Fortran computer code that handles the bayesian modeling and all the heavy numer crunching needed for <i>BaRatinAGE</i> v3																									
ivan_horner_ihdev	to be translated except for 'fr' and 'en'	développeur principal de <i>BaRatinAGE</i> v3	main developer of <i>BaRatinAGE</i> v3																									
baratinage_dev	to be translated except for 'fr' and 'en'	dévelopeur de <i>BaRatinAGE</i> v3	developer of <i>BaRatinAGE</i> v3																									
restart_needed_msg		Le changement sera effectif au prochain démarrage de BaRatinAGE	Change will apply next time you start BaRatinAGE	El cambio se aplicará la próxima vez que inicie BaRatinAGE	سيتم تطبيق التغيير في المرة القادمة التي تبدأ فيها BaRatinAGE	下次启动 BaRatinAGE 将会应用更改	Изменения будут применены при следующем запуске BaRatinAGE	Փոփոխությունը կկիրառվի հաջորդ անգամ, երբ դուք սկսեք BaRatinAGE-ը	Промяната ще се приложи при следващо стартиране на BaRatinAGE	A mudança será efetivada na próxima vez que a BaRatinAGE for iniciada	Změna se projeví při příštím spuštění BaRatinAGE	Die Änderung wird beim nächsten Start von BaRatinAGE wirksam.	Muudatus rakendub järgmisel korral, kui käivitate BaRatinAGE'i.	دفعه بعد که مدل را اجرا کنید، تغییر اعمال خواهد شد	Muutos tulee voimaan seuraavalla kerralla, kun käynnistät BaRatinAGEn.	השינוי יחול בפעם הבאה שתפעיל את BaRatinAGE	La modifica sarà effettiva al prossimo avvio di BaRatinAGE	BaRatinAGEの次回起動時に変更が適用されます	다음에 BaRatinAGE를 시작할 때 변경 사항이 적용됩니다.	A módosítás a BaRatinAGE következő indításakor lép életbe.	De wijziging zal de volgende keer dat u BaRatinAGE start van toepassing zijn	Zmiana zostanie zastosowana przy następnym uruchomieniu BaRatinAGE	Modificarea se va aplica data viitoare când veți porni BaRatinAGE	Промена ће се применити следећи пут када покренете БаРатинАГЕ	Zmena sa uplatní pri ďalšom spustení BaRatinAGE	Sprememba se bo uporabila ob naslednjem zagonu programa BaRatinAGE	Ändringen kommer att gälla nästa gång du startar BaRatinAGE.	Зміни будуть застосовані при наступному запуску BaRatinAGE
